,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Temperature, K","Density, g/cm^3",I,III,IV,V,SMILES#1,SMILES#2,MolLogP#1,NumHeteroatoms#1,NumAromaticRings#1,NumHAcceptors#1,NumHDonors#1,NumRotatableBonds#1,TPSA#1,MolWt#1,MolLogP#2,NumHeteroatoms#2,NumAromaticRings#2,NumHAcceptors#2,NumHDonors#2,NumRotatableBonds#2,TPSA#2,MolWt#2
82,Ⅲ,Acetylcholine chloride,Imidazole,0.25,0.75,323.15,1.1456,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
83,Ⅲ,Acetylcholine chloride,Imidazole,0.25,0.75,333.15,1.1421,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
84,Ⅲ,Acetylcholine chloride,Imidazole,0.25,0.75,343.15,1.1384,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
85,Ⅲ,Acetylcholine chloride,Imidazole,0.25,0.75,353.15,1.1326,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
86,Ⅲ,Acetylcholine chloride,Imidazole,0.25,0.75,363.15,1.1285,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
87,Ⅲ,Acetylcholine chloride,Imidazole,0.333,0.667,303.15,1.1206,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
88,Ⅲ,Acetylcholine chloride,Imidazole,0.333,0.667,313.15,1.1141,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
89,Ⅲ,Acetylcholine chloride,Imidazole,0.333,0.667,323.15,1.1092,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
90,Ⅲ,Acetylcholine chloride,Imidazole,0.333,0.667,333.15,1.1026,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
91,Ⅲ,Acetylcholine chloride,Imidazole,0.333,0.667,343.15,1.0987,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
92,Ⅲ,Acetylcholine chloride,Imidazole,0.333,0.667,353.15,1.0935,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
93,Ⅲ,Acetylcholine chloride,Imidazole,0.333,0.667,363.15,1.0895,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
94,Ⅲ,Acetylcholine chloride,Imidazole,0.4,0.6,303.15,1.1293,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
95,Ⅲ,Acetylcholine chloride,Imidazole,0.4,0.6,313.15,1.1249,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
96,Ⅲ,Acetylcholine chloride,Imidazole,0.4,0.6,323.15,1.1193,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
97,Ⅲ,Acetylcholine chloride,Imidazole,0.4,0.6,333.15,1.1133,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
98,Ⅲ,Acetylcholine chloride,Imidazole,0.4,0.6,343.15,1.1081,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
99,Ⅲ,Acetylcholine chloride,Imidazole,0.4,0.6,353.15,1.1037,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
100,Ⅲ,Acetylcholine chloride,Imidazole,0.4,0.6,363.15,1.1002,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.40969999999999995,2,1,1,1,0,28.68,68.079
101,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,293.15,1.1444,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
102,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,298.15,1.14058,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
103,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,303.15,1.136885,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
104,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,308.15,1.13301,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
105,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,313.15,1.121915,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
106,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,318.15,1.12561,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
107,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,323.15,1.12182,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
108,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,328.15,1.11791,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
109,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,333.15,1.121905,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
110,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,338.15,1.1107,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
111,Ⅲ,Acetylcholine chloride,Levulinic acid,0.25,0.75,343.15,1.10685,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,-2.740299999999996,4,0,2,0,3,26.3,181.663,0.4402,3,0,2,1,3,54.370000000000005,116.11599999999999
112,Ⅲ,Acetylcholine chloride,Urea,0.3333,0.6667,313.15,1.206,0,1,0,0,CC(=O)OCC[N+](C)(C)C.[Cl-],C(=O)(N)N,-2.740299999999996,4,0,2,0,3,26.3,181.663,-0.9762,3,0,1,2,0,69.11,60.05599999999999
113,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,293.15,1.1463,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
114,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,298.15,1.1427,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
115,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,303.15,1.1391,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
116,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,308.15,1.1355,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
117,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,313.15,1.1319,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
118,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,318.15,1.1282,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
119,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,323.15,1.1246,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
120,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,328.15,1.121,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
121,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,333.15,1.1173,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
122,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,338.15,1.1136,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
123,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0588,0.9412,343.15,1.1099,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
124,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,293.15,1.1599,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
125,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,298.15,1.1599,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
126,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,303.15,1.1563,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
127,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,308.15,1.149,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
128,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,313.15,1.1453,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
129,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,318.15,1.1417,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
130,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,323.15,1.138,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
131,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,328.15,1.1344,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
132,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,333.15,1.1307,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
133,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,338.15,1.127,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
134,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.0909,0.9091,343.15,1.1233,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
135,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,293.15,1.2011,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
136,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,298.15,1.1975,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
137,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,303.15,1.1938,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
138,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,308.15,1.1901,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
139,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,313.15,1.1864,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
140,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,318.15,1.1827,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
141,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,323.15,1.179,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
142,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,328.15,1.1754,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
143,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,333.15,1.1717,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
144,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,338.15,1.1679,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
145,Ⅲ,Allyltriphenylphosphonium bromide,Diethylene glycol,0.2,0.8,343.15,1.1679,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-1.0124,3,0,3,2,4,49.69,106.12099999999998
146,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,293.15,1.1462,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
147,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,298.15,1.1425,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
148,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,303.15,1.1388,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
149,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,308.15,1.135,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
150,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,313.15,1.1313,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
151,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,318.15,1.1275,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
152,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,323.15,1.1237,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
153,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,328.15,1.1199,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
154,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,333.15,1.1161,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
155,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,338.15,1.1122,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
156,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0588,0.9412,343.15,1.1084,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
157,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0909,0.9091,293.15,1.1592,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
158,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0909,0.9091,298.15,1.1555,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
159,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0909,0.9091,303.15,1.1517,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
160,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0909,0.9091,308.15,1.148,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
161,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0909,0.9091,313.15,1.1442,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
162,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0909,0.9091,318.15,1.1405,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
163,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0909,0.9091,323.15,1.1367,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
164,Ⅲ,Allyltriphenylphosphonium bromide,Triethylene glycol,0.0909,0.9091,328.15,1.133,0,1,0,0,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,1.1704999999999992,2,3,0,0,5,0.0,383.269,-0.9958,4,0,4,2,7,58.92,150.174
